groups	cs_A	cs_B	cs_D
OG0011771	TraesCS3A02G326200.1	TraesCS3B02G355500.1	TraesCS3D02G319600.1
OG0011772	TraesCS3A02G326300.1	TraesCS3B02G355600.1	TraesCS3D02G319700.1
OG0011773	TraesCS3A02G326400.1	TraesCS3B02G355700.1	TraesCS3D02G319800.1
OG0011774	TraesCS3A02G326500.1	TraesCS3B02G355800.1	TraesCS3D02G319900.1
OG0011775	TraesCS3A02G326700.3	TraesCS3B02G356000.1	TraesCS3D02G320000.2
OG0011776	TraesCS3A02G326900.1	TraesCS3B02G356300.1	TraesCS3D02G320300.1
OG0011777	TraesCS3A02G327000.1	TraesCS3B02G356400.1	TraesCS3D02G320400.1
OG0011778	TraesCS3A02G327100.1	TraesCS3B02G356500.1	TraesCS3D02G320500.1
OG0011779	TraesCS3A02G327200.1	TraesCS3B02G356600.1	TraesCS3D02G320600.1
OG0011780	TraesCS3A02G327300.1	TraesCS3B02G356700.1	TraesCS3D02G320700.1
OG0011781	TraesCS3A02G327400.1	TraesCS3B02G356900.1	TraesCS3D02G320900.1
OG0011782	TraesCS3A02G327500.1	TraesCS3B02G357100.1	TraesCS3D02G321000.1
OG0011783	TraesCS3A02G327700.1	TraesCS3B02G357200.1	TraesCS3D02G321200.1
OG0011784	TraesCS3A02G327800.1	TraesCS3B02G357300.2	TraesCS3D02G321300.1
OG0011785	TraesCS3A02G327900.2	TraesCS3B02G357400.3	TraesCS3D02G321400.2
OG0011786	TraesCS3A02G328000.1	TraesCS3B02G357500.1	TraesCS3D02G321500.1
OG0011787	TraesCS3A02G328100.1	TraesCS3B02G357600.1	TraesCS3D02G321700.1
OG0011788	TraesCS3A02G328200.1	TraesCS3B02G358200.1	TraesCS3D02G321800.1
OG0011789	TraesCS3A02G328300.1	TraesCS3B02G358300.1	TraesCS3D02G321900.1
OG0011790	TraesCS3A02G328400.1	TraesCS3B02G358400.1	TraesCS3D02G322000.1
OG0011791	TraesCS3A02G328500.1	TraesCS3B02G358600.1	TraesCS3D02G322100.1
OG0011792	TraesCS3A02G328600.1	TraesCS3B02G358700.1	TraesCS3D02G322200.1
OG0011793	TraesCS3A02G328700.2	TraesCS3B02G359100.1	TraesCS3D02G322500.1
OG0011794	TraesCS3A02G328800.1	TraesCS3B02G359200.1	TraesCS3D02G322600.1
OG0011795	TraesCS3A02G329200.1	TraesCS3B02G359400.1	TraesCS3D02G322700.1
OG0011796	TraesCS3A02G329300.1	TraesCS3B02G359500.1	TraesCS3D02G322800.1
OG0011797	TraesCS3A02G329400.1	TraesCS3B02G359600.1	TraesCS3D02G322900.1
OG0011798	TraesCS3A02G329600.1	TraesCS3B02G359700.1	TraesCS3D02G323000.1
OG0011799	TraesCS3A02G329700.1	TraesCS3B02G359800.1	TraesCS3D02G323100.1
OG0011800	TraesCS3A02G330000.1	TraesCS3B02G360100.1	TraesCS3D02G323400.1
OG0011801	TraesCS3A02G330200.3	TraesCS3B02G360300.1	TraesCS3D02G323700.1
OG0011802	TraesCS3A02G330400.1	TraesCS3B02G360400.1	TraesCS3D02G323800.1
OG0011803	TraesCS3A02G330500.1	TraesCS3B02G360500.1	TraesCS3D02G323900.1
OG0011804	TraesCS3A02G330700.1	TraesCS3B02G360700.1	TraesCS3D02G324100.1
OG0011805	TraesCS3A02G330800.1	TraesCS3B02G360900.1	TraesCS3D02G324200.1
OG0011806	TraesCS3A02G330900.1	TraesCS3B02G361000.1	TraesCS3D02G324300.1
OG0011807	TraesCS3A02G331000.1	TraesCS3B02G361100.1	TraesCS3D02G324400.1
OG0011808	TraesCS3A02G331100.1	TraesCS3B02G361200.1	TraesCS3D02G324500.1
OG0011809	TraesCS3A02G331200.1	TraesCS3B02G361400.1	TraesCS3D02G324600.1
OG0011810	TraesCS3A02G331300.1	TraesCS3B02G361500.1	TraesCS3D02G324800.1
OG0011811	TraesCS3A02G331800.1	TraesCS3B02G361900.1	TraesCS3D02G325300.1
OG0011812	TraesCS3A02G331900.1	TraesCS3B02G362000.1	TraesCS3D02G325400.1
OG0011813	TraesCS3A02G332200.1	TraesCS3B02G362200.1	TraesCS3D02G325700.1
OG0011814	TraesCS3A02G332300.1	TraesCS3B02G362100.1	TraesCS3D02G325800.1
OG0011815	TraesCS3A02G332400.1	TraesCS3B02G362500.2	TraesCS3D02G325900.1
OG0011816	TraesCS3A02G332500.1	TraesCS3B02G362600.1	TraesCS3D02G326100.1
OG0011817	TraesCS3A02G332900.1	TraesCS3B02G363100.1	TraesCS3D02G326300.1
OG0011818	TraesCS3A02G333000.2	TraesCS3B02G363200.3	TraesCS3D02G326600.1
OG0011819	TraesCS3A02G333100.1	TraesCS3B02G363300.1	TraesCS3D02G326700.1
OG0011820	TraesCS3A02G333200.2	TraesCS3B02G363400.1	TraesCS3D02G326800.2
OG0011821	TraesCS3A02G333400.1	TraesCS3B02G364600.1	TraesCS3D02G327000.2
OG0011822	TraesCS3A02G333500.1	TraesCS3B02G364700.1	TraesCS3D02G327100.1
OG0011823	TraesCS3A02G333700.1	TraesCS3B02G364800.1	TraesCS3D02G327300.1
OG0011824	TraesCS3A02G333900.1	TraesCS3B02G364900.1	TraesCS3D02G327400.1
OG0011825	TraesCS3A02G334000.2	TraesCS3B02G365000.2	TraesCS3D02G327500.2
OG0011826	TraesCS3A02G334100.1	TraesCS3B02G365100.1	TraesCS3D02G327600.1
OG0011827	TraesCS3A02G334500.1	TraesCS3B02G365400.1	TraesCS3D02G327800.1
OG0011828	TraesCS3A02G334600.1	TraesCS3B02G365500.1	TraesCS3D02G327900.1
OG0011829	TraesCS3A02G334700.1	TraesCS3B02G365600.1	TraesCS3D02G328000.1
OG0011830	TraesCS3A02G334800.1	TraesCS3B02G365700.1	TraesCS3D02G328100.1
OG0011831	TraesCS3A02G334900.1	TraesCS3B02G365800.1	TraesCS3D02G328200.2
OG0011832	TraesCS3A02G336000.1	TraesCS3B02G366700.1	TraesCS3D02G329000.1
OG0011833	TraesCS3A02G336500.1	TraesCS3B02G367500.2	TraesCS3D02G329400.1
OG0011834	TraesCS3A02G336800.1	TraesCS3B02G367900.1	TraesCS3D02G329800.1
OG0011835	TraesCS3A02G336900.1	TraesCS3B02G368000.1	TraesCS3D02G329900.1
OG0011836	TraesCS3A02G337100.1	TraesCS3B02G368200.1	TraesCS3D02G330200.1
OG0011837	TraesCS3A02G337200.1	TraesCS3B02G368300.1	TraesCS3D02G330300.1
OG0011838	TraesCS3A02G337400.1	TraesCS4B02G341700.1	TraesCS6D02G169400.1
OG0011839	TraesCS3A02G337500.1	TraesCS3B02G368700.1	TraesCS3D02G330600.1
OG0011840	TraesCS3A02G337800.1	TraesCS3B02G369400.1	TraesCS3D02G331200.1
OG0011841	TraesCS3A02G338000.1	TraesCS3B02G369600.1	TraesCS3D02G331400.1
OG0011842	TraesCS3A02G338100.1	TraesCS3B02G369700.1	TraesCS3D02G331600.1
OG0011843	TraesCS3A02G338300.1	TraesCS3B02G369900.1	TraesCS3D02G331800.1
OG0011844	TraesCS3A02G338400.1	TraesCS3B02G370000.2	TraesCS3D02G331900.1
OG0011845	TraesCS3A02G338500.2	TraesCS3B02G370100.2	TraesCS3D02G332000.1
OG0011846	TraesCS3A02G338600.3	TraesCS3B02G370200.3	TraesCS3D02G332100.1
OG0011847	TraesCS3A02G338700.1	TraesCS3B02G370400.1	TraesCS3D02G332300.1
OG0011848	TraesCS3A02G338800.1	TraesCS3B02G370500.1	TraesCS3D02G332400.1
OG0011849	TraesCS3A02G338900.1	TraesCS3B02G370600.1	TraesCS3D02G332500.1
OG0011850	TraesCS3A02G339000.1	TraesCS3B02G370700.1	TraesCS3D02G332600.1
OG0011851	TraesCS3A02G339100.1	TraesCS3B02G370800.2	TraesCS3D02G332700.1
OG0011852	TraesCS3A02G339300.1	TraesCS3B02G371000.1	TraesCS3D02G332900.1
OG0011853	TraesCS3A02G339500.1	TraesCS3B02G371100.1	TraesCS3D02G333000.1
OG0011854	TraesCS3A02G339600.1	TraesCS3B02G371200.1	TraesCS3D02G333100.1
OG0011855	TraesCS3A02G339700.1	TraesCS3B02G371300.1	TraesCS3D02G333200.1
OG0011856	TraesCS3A02G339800.1	TraesCS3B02G371400.1	TraesCS3D02G333300.1
OG0011857	TraesCS3A02G339900.1	TraesCS3B02G371500.3	TraesCS3D02G333400.1
OG0011858	TraesCS3A02G340000.1	TraesCS3B02G371600.1	TraesCS3D02G333500.1
OG0011859	TraesCS3A02G340100.1	TraesCS3B02G371700.1	TraesCS3D02G333600.1
OG0011860	TraesCS3A02G340200.1	TraesCS3B02G371800.1	TraesCS3D02G333700.1
OG0011861	TraesCS3A02G340300.1	TraesCS3B02G371900.1	TraesCS3D02G333800.1
OG0011862	TraesCS3A02G340400.1	TraesCS3B02G372000.1	TraesCS3D02G333900.1
OG0011863	TraesCS3A02G340600.1	TraesCS3B02G372200.1	TraesCS3D02G334100.1
OG0011864	TraesCS3A02G341000.1	TraesCS3B02G373000.1	TraesCS3D02G334500.1
OG0011865	TraesCS3A02G341100.1	TraesCS3B02G373200.1	TraesCS3D02G334700.1
OG0011866	TraesCS3A02G341400.1	TraesCS3B02G373500.1	TraesCS3D02G335100.1
OG0011867	TraesCS3A02G341600.1	TraesCS3B02G373700.1	TraesCS3D02G335300.1
OG0011868	TraesCS3A02G341500.1	TraesCS3B02G373600.1	TraesCS3D02G335200.1
OG0011869	TraesCS3A02G341700.1	TraesCS3B02G373800.1	TraesCS3D02G335500.1
OG0011870	TraesCS3A02G342100.1	TraesCS3B02G374200.1	TraesCS3D02G335900.1
OG0011871	TraesCS3A02G342300.1	TraesCS3B02G374400.1	TraesCS3D02G336200.1
OG0011872	TraesCS3A02G342600.1	TraesCS3B02G374600.1	TraesCS3D02G336400.1
OG0011873	TraesCS3A02G342705.1	TraesCS3B02G374900.1	TraesCS3D02G336700.1
OG0011874	TraesCS3A02G342800.1	TraesCS3B02G375000.1	TraesCS3D02G336800.1
OG0011875	TraesCS3A02G342900.1	TraesCS3B02G375100.1	TraesCS3D02G336900.2
OG0011876	TraesCS3A02G343000.1	TraesCS3B02G375200.1	TraesCS3D02G337000.1
OG0011877	TraesCS3A02G343100.1	TraesCS3B02G375300.1	TraesCS3D02G337100.1
OG0011878	TraesCS3A02G343600.1	TraesCS3B02G375600.1	TraesCS3D02G337400.1
OG0011879	TraesCS3A02G343700.1	TraesCS3B02G375700.1	TraesCS3D02G337500.1
OG0011880	TraesCS3A02G343900.1	TraesCS3B02G375800.1	TraesCS3D02G337600.1
OG0011881	TraesCS3A02G344100.1	TraesCS3B02G376000.2	TraesCS3D02G337700.1
OG0011882	TraesCS3A02G344400.2	TraesCS3B02G376300.2	TraesCS3D02G337900.1
OG0011883	TraesCS3A02G344600.1	TraesCS3B02G376500.1	TraesCS3D02G338100.1
OG0011884	TraesCS3A02G344700.1	TraesCS3B02G376700.1	TraesCS3D02G338300.1
OG0011885	TraesCS3A02G345000.1	TraesCS3B02G377100.1	TraesCS3D02G339000.1
OG0011886	TraesCS3A02G345100.1	TraesCS3B02G377200.1	TraesCS3D02G339100.1
OG0011887	TraesCS3A02G345200.1	TraesCS3B02G377300.1	TraesCS3D02G339300.1
OG0011888	TraesCS3A02G345300.1	TraesCS3B02G377400.1	TraesCS3D02G339400.1
OG0011889	TraesCS3A02G345400.1	TraesCS3B02G377500.1	TraesCS3D02G339500.1
OG0011890	TraesCS3A02G345800.1	TraesCS3B02G377600.1	TraesCS3D02G339600.1
OG0011891	TraesCS3A02G346000.1	TraesCS3B02G377700.1	TraesCS3D02G339700.1
OG0011892	TraesCS3A02G346100.1	TraesCS3B02G377800.1	TraesCS3D02G339800.1
OG0011893	TraesCS3A02G346200.1	TraesCS3B02G377900.1	TraesCS3D02G339900.1
OG0011894	TraesCS3A02G346300.1	TraesCS3B02G378100.1	TraesCS3D02G340000.1
OG0011895	TraesCS3A02G346500.1	TraesCS3B02G378300.1	TraesCS3D02G340200.1
OG0011896	TraesCS3A02G346600.1	TraesCS3B02G378400.1	TraesCS3D02G340300.2
OG0011897	TraesCS3A02G346700.1	TraesCS3B02G378500.1	TraesCS3D02G340400.2
OG0011899	TraesCS3A02G347100.1	TraesCS3B02G378800.1	TraesCS3D02G340700.1
OG0011900	TraesCS3A02G347300.1	TraesCS3B02G379000.1	TraesCS3D02G340900.1
OG0011901	TraesCS3A02G347400.1	TraesCS3B02G379100.1	TraesCS3D02G341000.1
OG0011902	TraesCS3A02G347500.1	TraesCS3B02G379200.1	TraesCS3D02G341100.1
OG0011903	TraesCS3A02G347600.4	TraesCS3B02G379500.5	TraesCS3D02G341200.1
OG0011904	TraesCS3A02G347700.1	TraesCS3B02G379600.1	TraesCS3D02G341300.1
OG0011905	TraesCS3A02G347800.1	TraesCS3B02G379700.2	TraesCS3D02G341400.1
OG0011906	TraesCS3A02G347900.1	TraesCS3B02G379800.1	TraesCS3D02G341500.1
OG0011907	TraesCS3A02G348000.1	TraesCS3B02G379900.1	TraesCS3D02G341600.1
OG0011908	TraesCS3A02G348100.1	TraesCS3B02G380000.1	TraesCS3D02G341700.1
OG0011909	TraesCS3A02G348300.1	TraesCS3B02G380200.1	TraesCS3D02G341900.1
OG0011910	TraesCS3A02G348400.1	TraesCS3B02G380300.1	TraesCS3D02G342000.1
OG0011911	TraesCS3A02G348700.1	TraesCS3B02G380700.2	TraesCS3D02G342600.1
OG0011912	TraesCS3A02G348800.1	TraesCS3B02G380800.1	TraesCS3D02G342700.1
OG0011913	TraesCS3A02G349000.1	TraesCS3B02G381100.1	TraesCS3D02G342900.1
OG0011914	TraesCS3A02G349100.1	TraesCS3B02G381300.1	TraesCS3D02G343000.1
OG0011915	TraesCS3A02G349300.1	TraesCS3B02G381500.1	TraesCS3D02G343200.1
OG0011916	TraesCS3A02G349400.1	TraesCS3B02G382000.1	TraesCS3D02G343400.1
OG0011917	TraesCS3A02G349500.1	TraesCS3B02G382100.1	TraesCS3D02G343500.1
OG0011918	TraesCS3A02G349600.1	TraesCS3B02G382200.1	TraesCS3D02G343600.1
OG0011919	TraesCS3A02G349700.1	TraesCS3B02G382300.1	TraesCS3D02G343700.1
OG0011920	TraesCS3A02G349800.1	TraesCS3B02G382400.1	TraesCS3D02G343800.1
OG0011921	TraesCS3A02G349900.1	TraesCS3B02G382500.1	TraesCS3D02G343900.1
OG0011922	TraesCS3A02G350000.1	TraesCS3B02G382600.1	TraesCS3D02G344000.1
OG0011923	TraesCS3A02G350100.2	TraesCS3B02G382700.1	TraesCS3D02G344100.1
OG0011924	TraesCS3A02G350200.1	TraesCS3B02G382800.1	TraesCS3D02G344200.1
OG0011925	TraesCS3A02G350400.1	TraesCS3B02G382900.1	TraesCS3D02G344400.1
OG0011926	TraesCS3A02G350500.1	TraesCS3B02G383200.1	TraesCS3D02G344500.1
OG0011927	TraesCS3A02G350600.1	TraesCS3B02G383000.1	TraesCS3D02G344600.1
OG0011928	TraesCS3A02G350700.1	TraesCS3B02G383300.1	TraesCS3D02G344700.1
OG0011929	TraesCS3A02G350800.1	TraesCS3B02G383400.1	TraesCS3D02G344800.1
OG0011930	TraesCS3A02G350900.1	TraesCS3B02G383500.1	TraesCS3D02G345000.1
OG0011931	TraesCS3A02G351000.1	TraesCS3B02G383600.1	TraesCS3D02G345100.1
OG0011932	TraesCS3A02G351200.2	TraesCS3B02G383700.1	TraesCS3D02G345400.1
OG0011933	TraesCS3A02G351400.2	TraesCS3B02G383900.1	TraesCS3D02G345600.1
OG0011934	TraesCS3A02G351500.1	TraesCS3B02G384000.1	TraesCS3D02G345700.2
OG0011935	TraesCS3A02G351600.1	TraesCS3B02G384300.1	TraesCS3D02G345800.1
OG0011936	TraesCS3A02G351700.1	TraesCS3B02G384400.1	TraesCS3D02G345900.1
OG0011937	TraesCS3A02G352100.1	TraesCS3B02G384700.1	TraesCS3D02G346100.1
OG0011938	TraesCS3A02G352200.1	TraesCS3B02G384800.1	TraesCS3D02G346200.1
OG0011939	TraesCS3A02G352300.1	TraesCS3B02G384900.1	TraesCS3D02G346300.1
OG0011940	TraesCS3A02G352400.2	TraesCS3B02G385000.1	TraesCS3D02G346400.1
OG0011941	TraesCS3A02G352500.1	TraesCS3B02G385100.1	TraesCS3D02G346500.1
OG0011942	TraesCS3A02G352600.2	TraesCS3B02G385200.2	TraesCS3D02G346600.2
OG0011943	TraesCS3A02G352700.1	TraesCS3B02G385400.1	TraesCS3D02G346700.1
OG0011944	TraesCS3A02G352800.1	TraesCS3B02G385500.1	TraesCS3D02G346900.1
OG0011945	TraesCS3A02G352900.1	TraesCS3B02G385600.1	TraesCS3D02G347000.1
OG0011946	TraesCS3A02G353100.1	TraesCS3B02G385800.1	TraesCS3D02G347200.1
OG0011947	TraesCS3A02G353200.1	TraesCS3B02G385900.1	TraesCS3D02G347300.1
OG0011948	TraesCS3A02G353500.1	TraesCS3B02G386000.1	TraesCS3D02G347400.1
OG0011949	TraesCS3A02G353700.2	TraesCS3B02G386400.4	TraesCS3D02G347700.3
OG0011950	TraesCS3A02G354000.1	TraesCS3B02G386800.1	TraesCS3D02G348100.1
OG0011951	TraesCS3A02G354100.1	TraesCS3B02G386700.1	TraesCS3D02G348000.1
OG0011952	TraesCS3A02G354200.2	TraesCS3B02G386600.1	TraesCS3D02G347900.2
OG0011953	TraesCS3A02G354400.3	TraesCS3B02G387400.1	TraesCS3D02G348300.2
OG0011954	TraesCS3A02G354500.1	TraesCS3B02G387500.1	TraesCS3D02G348400.1
OG0011955	TraesCS3A02G354600.1	TraesCS3B02G387600.1	TraesCS3D02G348600.1
OG0011956	TraesCS3A02G354700.1	TraesCS3B02G387700.1	TraesCS3D02G348700.1
OG0011957	TraesCS3A02G354800.1	TraesCS3B02G387800.2	TraesCS3D02G348800.2
OG0011958	TraesCS3A02G354900.1	TraesCS3B02G387900.1	TraesCS3D02G348900.1
OG0011959	TraesCS3A02G355100.1	TraesCS3B02G388000.1	TraesCS3D02G349100.1
OG0011960	TraesCS3A02G355200.1	TraesCS3B02G388100.1	TraesCS3D02G349200.1
OG0011961	TraesCS3A02G355300.1	TraesCS3B02G388200.1	TraesCS3D02G349300.1
OG0011962	TraesCS3A02G355400.1	TraesCS3B02G388300.1	TraesCS3D02G349400.1
OG0011963	TraesCS3A02G355500.2	TraesCS3B02G388400.1	TraesCS3D02G349500.1
OG0011964	TraesCS3A02G355600.1	TraesCS3B02G388500.1	TraesCS3D02G349600.1
OG0011965	TraesCS3A02G356100.1	TraesCS3B02G389000.1	TraesCS3D02G350100.1
OG0011966	TraesCS3A02G356400.1	TraesCS3B02G389200.1	TraesCS3D02G350400.1
OG0011967	TraesCS3A02G356500.1	TraesCS3B02G389300.1	TraesCS3D02G350500.1
OG0011968	TraesCS3A02G356600.1	TraesCS3B02G389400.1	TraesCS3D02G350700.1
OG0011969	TraesCS3A02G356700.1	TraesCS3B02G389500.1	TraesCS3D02G350800.1
OG0011970	TraesCS3A02G357300.1	TraesCS3B02G389900.1	TraesCS3D02G351200.1
OG0011971	TraesCS3A02G357700.1	TraesCS3B02G390400.1	TraesCS3D02G351600.1
OG0011972	TraesCS3A02G357800.1	TraesCS3B02G390500.1	TraesCS3D02G351700.1
OG0011973	TraesCS3A02G357900.1	TraesCS3B02G390900.1	TraesCS3D02G352100.1
OG0011974	TraesCS3A02G358000.2	TraesCS3B02G391000.2	TraesCS3D02G352000.1
OG0011975	TraesCS3A02G358100.1	TraesCS3B02G391100.1	TraesCS3D02G352500.1
OG0011976	TraesCS3A02G358600.1	TraesCS3B02G391400.1	TraesCS3D02G352900.1
OG0011977	TraesCS3A02G358700.1	TraesCS3B02G391500.1	TraesCS3D02G353000.1
OG0011978	TraesCS3A02G358800.1	TraesCS3B02G391600.1	TraesCS3D02G353100.1
OG0011979	TraesCS3A02G358900.1	TraesCS3B02G391700.1	TraesCS3D02G353200.1
OG0011980	TraesCS3A02G359100.1	TraesCS3B02G391820.1	TraesCS3D02G353400.1
OG0011981	TraesCS3A02G359200.1	TraesCS3B02G391900.1	TraesCS3D02G353500.1
OG0011982	TraesCS3A02G359600.1	TraesCS3B02G392400.1	TraesCS6D02G129300.1
OG0011983	TraesCS3A02G360300.1	TraesCS3B02G392600.1	TraesCS3D02G354100.1
OG0011984	TraesCS3A02G360500.1	TraesCS3B02G392800.1	TraesCS3D02G354300.1
OG0011985	TraesCS3A02G360600.1	TraesCS3B02G393000.1	TraesCS3D02G354400.1
OG0011986	TraesCS3A02G360800.1	TraesCS3B02G393200.1	TraesCS3D02G354500.1
OG0011987	TraesCS3A02G360900.1	TraesCS3B02G393300.1	TraesCS3D02G354700.1
OG0011988	TraesCS3A02G361000.1	TraesCS3B02G393400.1	TraesCS3D02G354800.1
OG0011989	TraesCS3A02G361100.1	TraesCS3B02G393500.1	TraesCS3D02G354900.1
OG0011990	TraesCS3A02G361400.2	TraesCS3B02G393700.1	TraesCS3D02G355100.1
OG0011991	TraesCS3A02G361500.1	TraesCS3B02G393900.1	TraesCS3D02G355300.1
OG0011992	TraesCS3A02G361700.5	TraesCS3B02G394100.4	TraesCS3D02G355400.2
OG0011993	TraesCS3A02G361800.1	TraesCS3B02G394200.1	TraesCS3D02G355500.1
OG0011994	TraesCS3A02G361900.1	TraesCS3B02G394300.1	TraesCS3D02G355600.1
OG0011995	TraesCS3A02G362100.1	TraesCS3B02G394500.1	TraesCS3D02G355800.1
OG0011996	TraesCS3A02G362000.1	TraesCS3B02G394400.1	TraesCS3D02G355700.1
OG0011997	TraesCS3A02G362200.1	TraesCS3B02G394600.3	TraesCS3D02G355900.1
OG0011998	TraesCS3A02G362300.1	TraesCS3B02G394800.1	TraesCS3D02G356000.1
OG0011999	TraesCS3A02G362600.1	TraesCS3B02G395100.1	TraesCS3D02G356400.1
OG0012000	TraesCS3A02G362800.5	TraesCS3B02G395200.1	TraesCS3D02G356500.1
OG0012001	TraesCS3A02G362900.1	TraesCS3B02G395300.2	TraesCS3D02G356600.1
OG0012002	TraesCS3A02G363500.1	TraesCS3B02G395700.1	TraesCS3D02G357000.1
OG0012003	TraesCS3A02G363600.1	TraesCS3B02G395800.1	TraesCS3D02G357100.1
OG0012004	TraesCS3A02G363700.2	TraesCS3B02G395900.1	TraesCS3D02G357200.1
OG0012005	TraesCS3A02G363800.1	TraesCS3B02G396000.1	TraesCS3D02G357300.1
OG0012006	TraesCS3A02G363900.1	TraesCS3B02G396100.1	TraesCS3D02G357400.1
OG0012007	TraesCS3A02G364100.1	TraesCS3B02G396200.1	TraesCS3D02G357500.1
OG0012008	TraesCS3A02G364200.1	TraesCS3B02G396300.1	TraesCS3D02G357600.1
OG0012009	TraesCS3A02G364300.1	TraesCS3B02G396400.1	TraesCS3D02G357700.1
OG0012010	TraesCS3A02G364400.1	TraesCS3B02G396500.1	TraesCS3D02G357800.1
OG0012011	TraesCS3A02G364500.1	TraesCS3B02G396600.1	TraesCS3D02G357900.1
OG0012012	TraesCS3A02G364600.1	TraesCS3B02G396700.1	TraesCS3D02G358000.1
OG0012013	TraesCS3A02G364900.1	TraesCS3B02G396800.1	TraesCS3D02G358100.2
OG0012014	TraesCS3A02G365000.1	TraesCS3B02G396900.1	TraesCS3D02G358200.1
OG0012015	TraesCS3A02G365100.1	TraesCS3B02G397000.1	TraesCS3D02G358300.1
OG0012016	TraesCS3A02G365200.1	TraesCS3B02G397100.1	TraesCS3D02G358400.1
OG0012017	TraesCS3A02G365300.1	TraesCS3B02G397200.2	TraesCS3D02G358500.1
OG0012018	TraesCS3A02G365500.1	TraesCS3B02G397300.1	TraesCS3D02G358600.1
OG0012019	TraesCS3A02G365600.1	TraesCS3B02G397400.1	TraesCS3D02G358700.1
OG0012020	TraesCS3A02G365700.1	TraesCS3B02G397500.1	TraesCS3D02G358800.1
OG0012021	TraesCS3A02G365800.1	TraesCS3B02G397600.1	TraesCS3D02G358900.2
OG0012022	TraesCS3A02G365900.1	TraesCS3B02G397700.1	TraesCS3D02G359000.1
OG0012023	TraesCS3A02G366000.1	TraesCS3B02G397800.1	TraesCS3D02G359100.1
OG0012024	TraesCS3A02G366500.1	TraesCS3B02G398100.1	TraesCS3D02G359400.1
OG0012025	TraesCS3A02G366600.1	TraesCS3B02G398200.1	TraesCS3D02G359500.1
OG0012026	TraesCS3A02G366800.1	TraesCS3B02G398400.1	TraesCS3D02G359700.1
OG0012027	TraesCS3A02G367000.1	TraesCS3B02G398300.1	TraesCS3D02G359900.2
OG0012028	TraesCS3A02G367100.1	TraesCS3B02G398500.1	TraesCS3D02G360000.1
OG0012029	TraesCS3A02G367200.1	TraesCS3B02G398900.1	TraesCS3D02G360100.1
OG0012030	TraesCS3A02G367300.1	TraesCS3B02G399000.1	TraesCS3D02G360200.1
OG0012031	TraesCS3A02G367400.1	TraesCS3B02G399100.1	TraesCS3D02G360300.1
OG0012032	TraesCS3A02G367500.1	TraesCS3B02G399200.1	TraesCS3D02G360400.2
OG0012033	TraesCS3A02G367600.1	TraesCS3B02G399300.1	TraesCS3D02G360500.1
OG0012034	TraesCS3A02G367700.1	TraesCS3B02G399400.1	TraesCS3D02G360700.2
OG0012035	TraesCS3A02G367800.1	TraesCS3B02G399500.1	TraesCS3D02G360800.1
OG0012036	TraesCS3A02G367900.1	TraesCS3B02G399600.1	TraesCS3D02G360900.1
OG0012037	TraesCS3A02G368000.1	TraesCS3B02G399700.1	TraesCS3D02G361000.1
OG0012038	TraesCS3A02G368100.1	TraesCS3B02G399800.1	TraesCS3D02G361100.1
OG0012039	TraesCS3A02G368200.1	TraesCS3B02G399900.1	TraesCS3D02G361200.1
OG0012040	TraesCS3A02G368400.1	TraesCS3B02G400000.1	TraesCS3D02G361300.1
OG0012041	TraesCS3A02G368600.1	TraesCS3B02G400100.1	TraesCS3D02G361500.1
OG0012042	TraesCS3A02G368800.1	TraesCS3B02G400800.1	TraesCS3D02G361800.1
OG0012043	TraesCS3A02G369000.1	TraesCS3B02G400900.1	TraesCS3D02G362000.1
OG0012044	TraesCS3A02G369200.1	TraesCS3B02G401000.1	TraesCS3D02G362100.1
OG0012045	TraesCS3A02G369500.1	TraesCS3B02G401400.1	TraesCS3D02G362500.1
OG0012046	TraesCS3A02G369600.1	TraesCS3B02G401500.1	TraesCS3D02G362600.1
OG0012047	TraesCS3A02G369900.1	TraesCS3B02G401800.1	TraesCS3D02G362800.2
OG0012048	TraesCS3A02G370000.2	TraesCS3B02G401900.2	TraesCS3D02G362900.4
OG0012049	TraesCS3A02G370100.1	TraesCS3B02G402000.1	TraesCS3D02G363000.1
OG0012050	TraesCS3A02G370200.1	TraesCS3B02G402100.1	TraesCS3D02G363100.2
OG0012051	TraesCS3A02G370300.1	TraesCS3B02G402200.1	TraesCS3D02G363200.1
OG0012052	TraesCS3A02G370500.1	TraesCS3B02G402700.2	TraesCS3D02G363600.1
OG0012053	TraesCS3A02G370600.1	TraesCS3B02G402800.1	TraesCS3D02G363700.1
OG0012054	TraesCS3A02G370700.1	TraesCS3B02G402900.1	TraesCS3D02G363800.1
OG0012055	TraesCS3A02G370800.1	TraesCS3B02G403000.1	TraesCS3D02G363900.1
OG0012056	TraesCS3A02G370900.1	TraesCS3B02G403100.1	TraesCS3D02G364000.1
OG0012057	TraesCS3A02G371000.2	TraesCS3B02G403200.2	TraesCS3D02G364100.2
OG0012058	TraesCS3A02G371100.1	TraesCS3B02G403300.2	TraesCS3D02G364200.3
OG0012059	TraesCS3A02G371200.1	TraesCS3B02G403400.1	TraesCS3D02G364300.1
OG0012060	TraesCS3A02G371400.1	TraesCS3B02G403600.1	TraesCS3D02G364500.1
OG0012061	TraesCS3A02G371500.1	TraesCS3B02G403800.1	TraesCS3D02G364600.1
OG0012062	TraesCS3A02G371700.1	TraesCS3B02G404000.1	TraesCS3D02G364800.1
