OG0008775	FCP1
OG0000576	OsDDM1b
OG0000535	NADP-ME2
OG0021177	OsAld-Y
OG0018896	OsMyb1R
OG0015973	OsERF109
OG0007144	SDG725
OG0000577	OsPIP2;2,OsPIP2;3
OG0018856	Roc5
OG0003145	OsCERK1
OG0000578	Glup3
OG0011934	OsSTK1
OG0003106	OsNIT1
OG0000265	OsPAL2;3,OsPAL6,PAL
OG0019621	OsDVR
OG0015936	RGP1
OG0011662	LM7
OG0007107	OsPP2C53
OG0003107	OsPIP1;1,OsPIP1;2
OG0000225	Pb1
OG0015937	OsNHX5
OG0003108	OsGPX1,OsGpx3
OG0018272	OsSPL4
OG0015664	OsGRAS39
OG0018273	OsAPL
OG0000228	OsDWARF
OG0018589	OsChia4a
OG0018548	OsPHT2;1
OG0018507	XRCC3
OG0000229	OsCPS4
OG0019352	OsRPA1a
OG0019311	COP1
OG0019353	OsGRF1
OG0019312	OsNIA1
OG0015353	MEL2
OG0019395	OsLKR
OG0011313	OsMKKK70
OG0018278	Docs1
OG0015629	OsCEN2
OG0015081	Rf2
OG0011315	OsMAPKKK63
OG0019398	OsMYB36b
OG0019083	Hd1
OG0019042	LAS
OG0019001	ADL1
OG0015398	OsOBF1
OG0011398	OsIRX9L
OG0008761	CRC1
OG0019002	OsMIZ1
OG0011003	LOG
OG0011045	OsLUGL
OG0001882	Os-ERS1
OG0001800	OsMSR2
OG0015087	APIP5
OG0011005	OsTRBF1
OG0001884	FLOC1
OG0001802	OsFl3
OG0015089	PSY2
OG0015048	OsUBC26
OG0011048	Ospdr9
OG0008767	OsSNDP1
OG0008452	OsExo70-F3
OG0005844	
OG0005570	FLO16
OG0008727	rml1
OG0001845	EDT1,SPL30
OG0026131	OsTrxh2
OG0023523	OHK1
OG0008495	LARGE1
OG0008180	OsPP95
OG0005887	Lsi3
OG0001572	OsHAK1
OG0008496	OsRap2.6
OG0008100	eIF-1
OG0026449	OsMSRB1.1
OG0005534	OsCesA7
OG0001849	OsFAD3
OG0016972	GRP162
OG0001576	OsKASI
OG0008418	IRP1
OG0005578	OsARF22
OG0016975	LO9-177
OG0012660	OsPUB15
OG0008105	OsCLIP
OG0001224	OsEREBP1
OG0001225	OsMAPK33,OsMAPK4
OG0016663	OsITPK6
OG0016622	OsFTL4
OG0016391	ISA3
OG0012624	OsCAO1
OG0001269	Ltp1
OG0013784	OsrcaA1
OG0012666	OsDi19-5
OG0016393	Oshox4
OG0013744	OsPLB
OG0013431	OsFAD7
OG0012395	OsMADS51
OG0012354	sps1
OG0016396	OsNSUN2
OG0016041	OsTPP7
OG0013748	OsMADS68
OG0013707	D14L
OG0012397	OsMADS51
OG0012315	OSVP1
OG0020871	OsSEND-1
OG0013749	OsTCTP
OG0012083	OsOFP8
OG0020831	OsPMEI28
OG0016002	OsWRKY74
OG0013161	OsRAD17
OG0016003	OsWRKY74
OG0013436	OsASN1
OG0012044	OsAUX1
OG0009722	OsGS2
OG0002882	OsRAD1
OG0020875	IDEF1
OG0006842	BK-PP2A
OG0002842	OsTBP2
OG0012047	SBDCP1
OG0012006	qSH1
OG0006884	OsTMF
OG0013166	OsPE
OG0020522	OSC4
OG0016049	OsORAP1
OG0016008	OsCyb5
OG0013126	OsCSD3
OG0002530	OsYSL13
OG0009728	OsGAP1
OG0024250	OsDEF7
OG0020839	Ehd3
OG0020250	OsPht1;10,OsPht1;9
OG0009181	OsFRO1
OG0013129	OsMST4
OG0002848	OsPM19L1
OG0020526	OsHsfB2b
OG0006534	GLB1
OG0020294	OsFIP
OG0009143	OsGDH3
OG0020569	OsPIMT1
OG0017932	OsCYP2
OG0009185	OsACS2
OG0009144	OsSub42
OG0006577	OsTrxh2
OG0002224	APIP5
OG0020299	OsGWD1
OG0017977	OsBI-1
OG0002266	CHS
OG0014781	SPDT
OG0006267	OsIRL
OG0006226	OsMADS21
OG0017939	OsRacB
OG0017391	OsLPT1
OG0006269	Osmyb1
OG0014702	OsHYPK
OG0017627	prog1
OG0017312	RLS3
OG0014745	OsCNIH1
OG0010471	AGO18
OG0017628	prog1
OG0017314	OsSIRP2
OG0014473	OsNUS1
OG0017082	GSA1
OG0014748	DP1
OG0010789	OsRAA1
OG0025871	OsCCS52A
OG0017398	OsPAP10c
OG0017084	Pho1
OG0014476	OsCCX2
OG0025832	SPL35
OG0014436	OsVQ13
OG0010162	SL1
OG0014163	OsTRXZ
OG0010163	OsRLR1
OG0010122	OsGT61-1
OG0003882	DPF
OG0022993	OsCAX1a
OG0014479	OsTPKb
OG0025562	OsOSCA1.1
OG0021562	DPS1
OG0010166	MHZ4
OG0021563	OsVQ25
OG0021522	OsNRAMP3
OG0003804	OsMFT2
OG0021564	GL6
OG0021523	DEP3
OG0025839	OsMCA1
OG0010169	MYB1
OG0022999	OsLTP47
OG0000925	OsPHO1;2
OG0022959	OsHRZ2
OG0021567	Chl9
OG0021252	SPP
OG0018971	OsNCED1
OG0007534	OsDPE2
OG0000926	Xa25
OG0000652	OsGrx_C7
OG0025253	Os1-CysPrxA,Os1-CysPrxB
OG0025212	OsAPX2
OG0021255	Xa46(t)
OG0003537	OsiWAK1
OG0000655	RWC3
OG0003264	OsPi304
OG0000341	OsEXPB2
OG0022061	Xa5
OG0018936	OsKANADI1
OG0011780	Hwi2
OG0022377	OsHDT1
OG0022062	Osmtd1
OG0018664	OsMPS
OG0000619	OsMUS81
OG0022023	OsGDH2
OG0015742	OsCIPK14,OsCIPK15
OG0007228	OsSIRP4
OG0003228	OsHKT2;1
OG0000346	OsLSK1
OG0018666	OsPRR1
OG0018392	OsBT1-1
OG0000032	OsYUC11,OsYUC12
OG0000388	Os9BGlu31
OG0019744	TIP2
OG0000348	OsPi304
OG0011786	AP37
OG0000308	OsPOX1
OG0015705	OsGELP110
OG0018396	RLS1
OG0011788	RSS3
OG0000077	OsWAK112d
OG0019474	OsSGO1
OG0015789	D53
OG0011433	OsGATA6
OG0018398	SRZ1
OG0000079	HSP70
OG0018085	OsC2DP
OG0015121	OsPLS3
OG0008881	OsSLA1
OG0011122	OsMYB305
OG0008800	OsGASR2
OG0011123	Snl6
OG0008801	OsMLP423
OG0001960	OSHB3,OSHB4
OG0011125	OsCA1
OG0005921	OsEXPB2
OG0023640	OsNPR1
OG0015126	OsZFP213
OG0008886	OsRAD21-2
OG0005963	OsMYBS2
OG0005922	OsEXPB3
OG0019127	OsSYL2
OG0008532	OsS1Fa1
OG0001650	OsSULTR3;3
OG0023999	OsWRKY6
OG0008848	OsCRY1b
OG0026526	OsSAE1
OG0026293	OsMKK4
OG0023918	OsSAUR45
OG0008849	ZEP1
OG0005967	MYBS3
OG0005652	OsSFR6
OG0005611	OsDIL
OG0026253	OsNMCP1
OG0023686	HTD12
OG0023371	FKF1
OG0008535	DSL1
OG0008261	OsNCED4
OG0008220	OsTrx23
OG0023646	OsTHION15
OG0008221	spl5
OG0001695	D10
OG0026214	OsHKT1;3
OG0005696	OsNIP3;1
OG0005340	OsTAR1
OG0001381	FIB
OG0001696	MFP
OG0023374	OsAIR2
OG0008264	OsTCP21
OG0001382	OsEGL1
OG0005657	OsPORB
OG0005301	Chalk5
OG0001384	OsBON3
OG0012740	OsAP25
OG0008267	OsGRX19
OG0005344	BC10
OG0001303	PEZ1
OG0023378	OsGPAT3
OG0016782	OsCYP19-4
OG0016741	OsPDT1
OG0016700	OsDREB1A
OG0008268	OsCIPK23
OG0016742	SGR
OG0012783	OsLOX2
OG0012742	OsMDP1
OG0005031	OsDEF7
OG0001072	Pikp-2
OG0001305	TYDC
OG0016702	OsBAG1
OG0005032	OsDEF7
OG0001032	OsZIP8
OG0012785	GUDK
OG0016786	OsMYB108
OG0016471	OsFTIP7
OG0012704	MADS78,MADS79
OG0001349	MHZ11
OG0016787	MS5
OG0016706	YY1
OG0016473	OsTGA10
OG0012747	OsORC2
OG0013592	
OG0013551	v2
OG0013510	SRL2
OG0005037	STAR2
OG0001038	OsCLC-2
OG0013868	OsSCR,OsSCR1
OG0012435	OsbHLH001
OG0001039	Os4BGlu10,OsTAGG1
OG0013280	GLUP6
OG0012436	OsSCD2
OG0009840	OsEPF1
OG0020910	OsMPK11
OG0016122	RL9
OG0009841	OsTGAP1
OG0020911	OsATX1
OG0009842	DHT1
OG0016439	OsWRKY80
OG0016165	OsSAUR33
OG0016124	OsVIT2
OG0013557	OsWRKY55
OG0013242	ASPR2
OG0006961	COMT
OG0013517	PHYB
OG0012166	OsCLC1
OG0012125	PDK1
OG0002921	OsGST4
OG0020681	TOP6A2
OG0006922	DWL2
OG0013286	OsSTRL2
OG0009572	GSD1
OG0002650	OsPK10
OG0020958	OsWRKY31
OG0020685	OsCR4
OG0009575	OsNUC1
OG0009534	OsCDPK7
OG0009260	YDA1
OG0006926	GH1
OG0006693	OsWRKY23
OG0002652	RAG2
OG0020604	SD8
OG0006694	OsCOLE1
OG0002694	NBIP1
OG0002927	GH5BG
OG0024646	CYP96B5
OG0013209	OsPPR676
OG0009577	RGAe,Xa1
OG0006654	OsSec18
OG0020688	OsNRT1.1A
OG0009537	OsMYB511
OG0009223	OsKRN2
OG0002341	OsCSP2
OG0009224	OsDOF17
OG0006301	OsPUB44
OG0006343	OsRopGEF10
OG0020377	CDKB2;1
OG0017740	HPA1
OG0024378	OsWR1
OG0006345	SH5
OG0006071	OsRLCK185
OG0002386	OsARD4
OG0009228	MOF1
OG0020339	OsEDM2L
OG0006347	OsbHLH058
OG0017744	Ghd7
OG0006348	OsP5CS
OG0002307	OsBTF3
OG0017430	OsNAC19
OG0006308	MID1
OG0006075	OsCW-ZF5
OG0017472	OsADF3
OG0014823	OsRab6a
OG0010864	CSA
OG0014865	OsMEK1
OG0017789	OsLFNR1
OG0017748	NSG
OG0017707	OsSEX4
OG0017433	SPIN1
OG0010825	OsPAPST1
OG0017475	XB15
OG0017160	OsMLO12
OG0010511	CYP734A6
OG0017476	OsCV
OG0014827	OsSDD1
OG0010827	RBP-P
OG0010553	Osppc4
OG0014280	OsGRAS19
OG0010554	ES1
OG0010513	OsGRXS15
OG0025951	OsPFA-DSP1
OG0017479	OsRLCK118
OG0017123	OspCKII
OG0014515	SLC2
OG0010282	OsTLP27
OG0025953	OsAPS1
OG0014242	OsGRF6
OG0014201	OsHOS1
OG0007920	Sdr4
OG0003920	OsNRT2.3
OG0025913	OsGrx_C7
OG0017125	OsCTZFP8
OG0014202	OsCBSX4
OG0003962	OsENOD93-1
OG0025996	OsRAD21-3
OG0007964	OsPIP2;1
OG0021642	OsGL1-3
OG0007965	OsSAP16
OG0007924	AChE
OG0003965	OsGA20ox3
OG0003650	OsGLU3
OG0022720	PiPR1
OG0021684	OsSAP1
OG0017129	OsSAPK8
OG0014206	OsKNOLLE
OG0010247	OsHCF222
OG0003966	ZIP4
OG0022721	OsATG8b
OG0007693	RNP29
OG0007653	PHS9
OG0007969	OsREM4.1
OG0007928	OsSHR1,OsSHR2
OG0007340	OsIRX9
OG0000773	OsCam1-1
OG0000732	RLI
OG0025648	OsMTN
OG0007656	OsPDK1
OG0007341	OsIRX9
OG0003341	Os11N3
OG0021060	SLB1
OG0003383	OsXDH
OG0025335	Oshox14
OG0025061	OsMT1d,OsMT-I-4b
OG0007343	OsPLC1
OG0000461	OsPTR7
OG0022769	NRPD2
OG0022455	OsPRP1
OG0007619	OsbZIP60
OG0007386	OsNAS3
OG0007345	OsFAD8
OG0007304	OsGLYI-8
OG0007030	OsRad21-4
OG0000422	ESP1
OG0018783	NRRB
OG0007387	OsALDH22
OG0000779	OCPI1
OG0000424	OsPgk2
OG0018470	DMD1
OG0015821	OsDSSR1
OG0003033	OsCATC
OG0022144	OsAGSW1
OG0007349	AL1
OG0007075	JMJ703
OG0025068	pikh
OG0025027	OsZIP7a
OG0018746	OsHOX24
OG0000194	BPH26
OG0022187	FGR1
OG0021028	OsRab11
OG0015865	OsCO3
OG0015824	OsNHAD
OG0011591	TGW6
OG0011550	OsVOZ1
OG0000428	OsSOT1
OG0011866	PILS6b
OG0007037	OsSPS2
OG0000429	OsRAV12
OG0011826	OsTGA2
OG0003038	OsEBS
OG0018476	ASL2
OG0018435	TPS46
OG0011827	OsLRR1
OG0015828	OsCYCD3;1
OG0011869	OsWOX13
OG0011596	NH2
OG0019515	IRE1
OG0018123	LC2
OG0015597	OsLLB
OG0015200	PPR756
OG0011241	OsSND2
OG0018439	OsGIRL1
OG0011242	OsETT2
OG0011201	OsIsu1
OG0008920	OsLS
OG0019558	FDH
OG0019284	TGW2
OG0008921	OsATG10b
OG0018126	YL1
OG0008963	OsAPT2
OG0004963	Xb3
OG0019286	SGL1
OG0015286	OsAPT1
OG0011286	OsTRBF3
OG0019287	KRP1
OG0019205	DSM1
OG0018128	LRK1,LRK2
OG0011246	OsGRX6
OG0011247	UCIP2
OG0019248	OsSKIPa
OG0015207	OsKu70
OG0011248	DWT1
OG0019249	OsAFB4
OG0011249	OsGLYII1
OG0026331	LA1
OG0023723	TCD11
OG0008613	OsDRF1
OG0026373	OsCNGC13
OG0008697	PAIR1
OG0008698	SPH
OG0005734	OsTRE1
OG0004343	OsSGT1
OG0008385	RERJ1
OG0001462	OsSLRL2
OG0026378	OPR8,OsOPR1
OG0001422	HSP101
OG0001778	OsHAK5
OG0005423	SLAC7
OG0008032	RAD51C
OG0005424	Z15
OG0005191	RPA1c
OG0008389	OsNPH1b
OG0004348	OsGCS1
OG0001466	OsPi304
OG0008075	OsbHLH057
OG0005193	AlaAT
OG0004349	OsVPS22
OG0004075	OsXXT1
OG0026068	OsbHLH98
OG0023145	OsMADS51
OG0013941	OsPK5
OG0008035	eIF4G
OG0001427	OsrbohA
OG0005428	OsbHLH073
OG0016592	WEG1
OG0005196	OsMPK14,OsMPK15
OG0013670	OsWSS1
OG0013904	OscpSRP54b
OG0001198	OsDREB1B
OG0023109	OsFH1
OG0005199	BC16
OG0005117	OsWRKY53
OG0012829	ILI2
OG0001118	OsGLN2
OG0013989	OsMGD3
OG0012597	OsPIE1
OG0001119	OsEGL2
OG0016598	OsBC1
OG0016242	OsCCR14
OG0013360	UXS
OG0012201	OsLEA9
OG0016558	OsLMP1
OG0012558	SNG1
OG0013677	VYL
OG0013636	OsSUS4
OG0012559	OsCKX4
OG0012203	LowAC1
OG0009963	OsRMR1
OG0024761	OsPOLP1
OG0016206	OsYUC9
OG0013091	TUD1
OG0009610	MHZ1
OG0020721	Hd18
OG0009612	RBP-L
OG0020490	OsRBR1
OG0024491	OsPP2C27
OG0024450	OsSARD1
OG0020724	OsVST1
OG0009929	OsMYB6
OG0024766	OsDEG10
OG0009300	OsRAR1
OG0006774	
OG0024452	OsGS
OG0024768	OsLSD3
OG0024412	OsDOF17
OG0009699	OsMOT1;2
OG0009343	JIOsPR10
OG0020413	OsMAP
OG0009303	HTD1
OG0006736	Os6PGDH2
OG0006421	OsZIP5
OG0024181	CRR6
OG0009304	OsNAGK1
OG0009030	OsRDCP1
OG0009305	OsAGO7
OG0002190	OsACX2
OG0009306	OsERF34
OG0006424	OsPRA1
OG0014980	BPH29
OG0009308	OsDREB4-2
OG0010900	OsCAF2
OG0006153	ARG1
OG0002468	POXGX9
OG0002112	OsMADS16
OG0017550	DSM2
OG0006428	WRKY70
OG0020106	PFP1
OG0014943	OsMYBS1
OG0002196	OsJAZ13
OG0002155	OsER1,OsER2
OG0017552	OsRpn1
OG0014670	OsRZ1
OG0009079	OsS40-13
OG0017554	MLO
OG0014672	PCF2
OG0010905	OsNramp6
OG0010631	OsYUCCA4
OG0006199	TCD5
OG0014906	ROD1
OG0014632	Os-CASTOR
OG0014674	GPA3
OG0010989	OsABI2
OG0002119	OsHMA9
OG0017557	GADPH
OG0014675	OsACBP6
OG0014909	DLT
OG0014364	OsPIPK1
OG0021761	OsFD2
OG0017247	OsCPK10
OG0014325	OsPI4K1
OG0014010	PAD4
OG0010366	OsCDR1
OG0017249	OsPUT3
OG0014326	OsCOL10
OG0021723	Hsp90
OG0014328	GF14f
OG0007732	OsHMA7
OG0025725	OsRH58
OG0014096	OsNIN-like4
OG0000892	L-2
OG0000810	OSINV1
OG0010015	RLS2
OG0007460	PME40
OG0021727	OsPGL1
OG0007462	Sub1B
OG0021414	OsSIDP366
OG0021140	Se5
OG0014059	OsSPS11
OG0007422	rth1
OG0000581	D35,OsKOS1,OsKOS4
OG0000814	AKR4C14,OsAKR1
OG0007738	SAPK2
OG0022575	GD1
OG0021416	RPA2c
OG0018820	OsDjA6
OG0000898	MEL1
OG0022576	OsMST6
OG0018821	OsDREB4-1
OG0003151	nuRIP
OG0000502	OsFKII
OG0025185	Sc
OG0011981	OsMYB3R-2
OG0000270	Pi36
OG0021186	MOC1
OG0019900	OsPTF1
OG0018864	OsPUB43
OG0018590	OsDG2
OG0007468	OsHIGD2
OG0000230	OsYSL6
OG0021146	OsSPX1
OG0019901	OsERF71
OG0018865	OsPQT3
OG0011901	OsATX
OG0003113	SRWD2
OG0000587	CYP94C2b
OG0022539	DTM1
OG0018866	OsDREB1G
OG0011902	OsWRKY24
OG0007114	Hd17,OsEF3
OG0000506	Rf1a,Rf1b,Rf4
OG0018593	OsGRP3,Osgr-rbp4
OG0015945	OsBRL1
OG0021109	OsUGT4
OG0019631	OsCYP2
OG0018869	OsSPX-MFS2
OG0018595	RSS1
OG0003158	OsMADS5
OG0000509	OsFAD2
OG0000235	OsBIABP1
OG0019988	OsAFB4
OG0018555	ARK1
OG0015988	OsHTAS
OG0015989	OsPR1b
OG0011907	OsChI1
OG0000278	OsUBC5b
OG0019320	ETR4
OG0018558	OsDR11
OG0019321	OsPPa6
OG0018285	OsMADS29
OG0015321	PBI1
OG0011363	RGN1
OG0019679	OsPUB24
OG0018207	APIP10
OG0011366	DGL1
OG0023881	OsHDA701
OG0019367	MADS78,MADS79
OG0004730	OsDIRP1
OG0015012	RA1
OG0015013	OsACX1
OG0011369	OsNADH-GOGAT1,OsNADH-GOGAT2
OG0011095	OsLEA5
OG0011054	DNMT2
OG0008773	Os4BGlu10,OsTAGG1
OG0005891	OsPUB67
OG0023884	OsCAS
OG0011329	OsRAV11
OG0011096	OsPDF1B
OG0008774	DWA1
OG0005892	OsPUB67
OG0001810	OsDWARF4
